"Statistic Label","Year","Age Group","Sex","UNIT","VALUE"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2019","21 - 24 years","Female","Number","98"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2019","25 - 34 years","Male","Number","327"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2019","25 - 34 years","Female","Number","315"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2019","35 - 44 years","Male","Number","319"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2019","35 - 44 years","Female","Number","308"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2019","45 - 54 years","Male","Number","251"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2019","45 - 54 years","Female","Number","295"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2019","55 - 64 years","Male","Number","147"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2019","55 - 64 years","Female","Number","156"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2019","65 years and over","Male","Number","227"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2019","65 years and over","Female","Number","169"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2019","Age unknown","Male","Number","0"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2019","Age unknown","Female","Number","0"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2020","All ages","Male","Number","1195"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2020","All ages","Female","Number","903"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2020","0 - 5 years","Male","Number","0"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2020","0 - 5 years","Female","Number","0"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2020","6 - 9 years","Male","Number","0"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2020","6 - 9 years","Female","Number","0"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2020","10 - 14 years","Male","Number","0"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2020","10 - 14 years","Female","Number","0"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2020","15 - 17 years","Male","Number","12"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2020","15 - 17 years","Female","Number","0"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2020","18 - 20 years","Male","Number","90"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2020","18 - 20 years","Female","Number","29"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2020","21 - 24 years","Male","Number","108"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2020","21 - 24 years","Female","Number","66"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2020","25 - 34 years","Male","Number","269"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2020","25 - 34 years","Female","Number","203"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2020","35 - 44 years","Male","Number","245"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2020","35 - 44 years","Female","Number","220"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2020","45 - 54 years","Male","Number","201"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2020","45 - 54 years","Female","Number","186"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2020","55 - 64 years","Male","Number","123"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2020","55 - 64 years","Female","Number","97"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2020","65 years and over","Male","Number","147"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2020","65 years and over","Female","Number","102"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2020","Age unknown","Male","Number","0"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2020","Age unknown","Female","Number","0"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2021","All ages","Male","Number","1322"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2021","All ages","Female","Number","1178"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2021","0 - 5 years","Male","Number","0"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2021","0 - 5 years","Female","Number","0"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2021","6 - 9 years","Male","Number","0"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2021","6 - 9 years","Female","Number","0"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2021","10 - 14 years","Male","Number","2"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2021","10 - 14 years","Female","Number","2"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2021","15 - 17 years","Male","Number","13"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2021","15 - 17 years","Female","Number","58"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2021","18 - 20 years","Male","Number","105"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2021","18 - 20 years","Female","Number","114"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2021","21 - 24 years","Male","Number","143"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2021","21 - 24 years","Female","Number","249"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2021","25 - 34 years","Male","Number","270"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2021","25 - 34 years","Female","Number","269"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2021","35 - 44 years","Male","Number","262"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2021","35 - 44 years","Female","Number","220"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2021","45 - 54 years","Male","Number","199"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2021","45 - 54 years","Female","Number","133"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2021","55 - 64 years","Male","Number","136"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2021","55 - 64 years","Female","Number","133"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2021","65 years and over","Male","Number","192"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2021","65 years and over","Female","Number","0"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2021","Age unknown","Male","Number","0"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2021","Age unknown","Female","Number","0"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2022","All ages","Male","Number","1542"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2022","All ages","Female","Number","1309"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2022","0 - 5 years","Male","Number","0"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2022","0 - 5 years","Female","Number","0"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2022","6 - 9 years","Male","Number","0"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2022","6 - 9 years","Female","Number","0"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2022","10 - 14 years","Male","Number","2"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2022","10 - 14 years","Female","Number","0"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2022","15 - 17 years","Male","Number","22"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2022","15 - 17 years","Female","Number","3"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2022","18 - 20 years","Male","Number","151"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2022","18 - 20 years","Female","Number","59"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2022","21 - 24 years","Male","Number","136"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2022","21 - 24 years","Female","Number","115"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2022","25 - 34 years","Male","Number","290"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2022","25 - 34 years","Female","Number","242"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2022","35 - 44 years","Male","Number","292"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2022","35 - 44 years","Female","Number","303"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2022","45 - 54 years","Male","Number","247"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2022","45 - 54 years","Female","Number","263"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2022","55 - 64 years","Male","Number","175"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2022","55 - 64 years","Female","Number","161"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2022","65 years and over","Male","Number","227"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2022","65 years and over","Female","Number","163"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2022","Age unknown","Male","Number","0"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2022","Age unknown","Female","Number","0"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2023","All ages","Male","Number","1462"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2023","All ages","Female","Number","1179"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2023","0 - 5 years","Male","Number","0"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2023","0 - 5 years","Female","Number","0"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2023","6 - 9 years","Male","Number","0"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2023","6 - 9 years","Female","Number","0"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2023","10 - 14 years","Male","Number","4"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2023","10 - 14 years","Female","Number","0"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2023","15 - 17 years","Male","Number","16"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2023","15 - 17 years","Female","Number","2"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2023","18 - 20 years","Male","Number","142"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2023","18 - 20 years","Female","Number","86"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2023","21 - 24 years","Male","Number","148"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2023","21 - 24 years","Female","Number","96"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2023","25 - 34 years","Male","Number","264"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2023","25 - 34 years","Female","Number","200"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2023","35 - 44 years","Male","Number","274"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2023","35 - 44 years","Female","Number","259"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2023","45 - 54 years","Male","Number","230"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2023","45 - 54 years","Female","Number","232"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2023","55 - 64 years","Male","Number","165"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2023","55 - 64 years","Female","Number","129"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2023","65 years and over","Male","Number","219"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2023","65 years and over","Female","Number","175"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2023","Age unknown","Male","Number","0"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2023","Age unknown","Female","Number","0"
