"Statistic Label","Year","Age Group","Sex","UNIT","VALUE"
"Drivers of Cars Injured in Collisions","2016","21 - 24 years","Female","Number","139"
"Drivers of Cars Injured in Collisions","2016","25 - 34 years","Male","Number","332"
"Drivers of Cars Injured in Collisions","2016","25 - 34 years","Female","Number","381"
"Drivers of Cars Injured in Collisions","2016","35 - 44 years","Male","Number","351"
"Drivers of Cars Injured in Collisions","2016","35 - 44 years","Female","Number","378"
"Drivers of Cars Injured in Collisions","2016","45 - 54 years","Male","Number","239"
"Drivers of Cars Injured in Collisions","2016","45 - 54 years","Female","Number","261"
"Drivers of Cars Injured in Collisions","2016","55 - 64 years","Male","Number","148"
"Drivers of Cars Injured in Collisions","2016","55 - 64 years","Female","Number","156"
"Drivers of Cars Injured in Collisions","2016","65 years and over","Male","Number","192"
"Drivers of Cars Injured in Collisions","2016","65 years and over","Female","Number","116"
"Drivers of Cars Injured in Collisions","2016","Age unknown","Male","Number","0"
"Drivers of Cars Injured in Collisions","2016","Age unknown","Female","Number","0"
"Drivers of Cars Injured in Collisions","2017","All ages","Male","Number","1603"
"Drivers of Cars Injured in Collisions","2017","All ages","Female","Number","1495"
"Drivers of Cars Injured in Collisions","2017","0 - 5 years","Male","Number","0"
"Drivers of Cars Injured in Collisions","2017","0 - 5 years","Female","Number","0"
"Drivers of Cars Injured in Collisions","2017","6 - 9 years","Male","Number","0"
"Drivers of Cars Injured in Collisions","2017","6 - 9 years","Female","Number","0"
"Drivers of Cars Injured in Collisions","2017","10 - 14 years","Male","Number","0"
"Drivers of Cars Injured in Collisions","2017","10 - 14 years","Female","Number","0"
"Drivers of Cars Injured in Collisions","2017","15 - 17 years","Male","Number","11"
"Drivers of Cars Injured in Collisions","2017","15 - 17 years","Female","Number","2"
"Drivers of Cars Injured in Collisions","2017","18 - 20 years","Male","Number","110"
"Drivers of Cars Injured in Collisions","2017","18 - 20 years","Female","Number","44"
"Drivers of Cars Injured in Collisions","2017","21 - 24 years","Male","Number","162"
"Drivers of Cars Injured in Collisions","2017","21 - 24 years","Female","Number","115"
"Drivers of Cars Injured in Collisions","2017","25 - 34 years","Male","Number","340"
"Drivers of Cars Injured in Collisions","2017","25 - 34 years","Female","Number","374"
"Drivers of Cars Injured in Collisions","2017","35 - 44 years","Male","Number","319"
"Drivers of Cars Injured in Collisions","2017","35 - 44 years","Female","Number","360"
"Drivers of Cars Injured in Collisions","2017","45 - 54 years","Male","Number","284"
"Drivers of Cars Injured in Collisions","2017","45 - 54 years","Female","Number","267"
"Drivers of Cars Injured in Collisions","2017","55 - 64 years","Male","Number","157"
"Drivers of Cars Injured in Collisions","2017","55 - 64 years","Female","Number","175"
"Drivers of Cars Injured in Collisions","2017","65 years and over","Male","Number","220"
"Drivers of Cars Injured in Collisions","2017","65 years and over","Female","Number","157"
"Drivers of Cars Injured in Collisions","2017","Age unknown","Male","Number","0"
"Drivers of Cars Injured in Collisions","2017","Age unknown","Female","Number","1"
"Drivers of Cars Injured in Collisions","2018","All ages","Male","Number","1603"
"Drivers of Cars Injured in Collisions","2018","All ages","Female","Number","1523"
"Drivers of Cars Injured in Collisions","2018","0 - 5 years","Male","Number","0"
"Drivers of Cars Injured in Collisions","2018","0 - 5 years","Female","Number","0"
"Drivers of Cars Injured in Collisions","2018","6 - 9 years","Male","Number","0"
"Drivers of Cars Injured in Collisions","2018","6 - 9 years","Female","Number","0"
"Drivers of Cars Injured in Collisions","2018","10 - 14 years","Male","Number","0"
"Drivers of Cars Injured in Collisions","2018","10 - 14 years","Female","Number","0"
"Drivers of Cars Injured in Collisions","2018","15 - 17 years","Male","Number","10"
"Drivers of Cars Injured in Collisions","2018","15 - 17 years","Female","Number","2"
"Drivers of Cars Injured in Collisions","2018","18 - 20 years","Male","Number","95"
"Drivers of Cars Injured in Collisions","2018","18 - 20 years","Female","Number","49"
"Drivers of Cars Injured in Collisions","2018","21 - 24 years","Male","Number","146"
"Drivers of Cars Injured in Collisions","2018","21 - 24 years","Female","Number","121"
"Drivers of Cars Injured in Collisions","2018","25 - 34 years","Male","Number","324"
"Drivers of Cars Injured in Collisions","2018","25 - 34 years","Female","Number","344"
"Drivers of Cars Injured in Collisions","2018","35 - 44 years","Male","Number","344"
"Drivers of Cars Injured in Collisions","2018","35 - 44 years","Female","Number","352"
"Drivers of Cars Injured in Collisions","2018","45 - 54 years","Male","Number","280"
"Drivers of Cars Injured in Collisions","2018","45 - 54 years","Female","Number","292"
"Drivers of Cars Injured in Collisions","2018","55 - 64 years","Male","Number","197"
"Drivers of Cars Injured in Collisions","2018","55 - 64 years","Female","Number","179"
"Drivers of Cars Injured in Collisions","2018","65 years and over","Male","Number","206"
"Drivers of Cars Injured in Collisions","2018","65 years and over","Female","Number","184"
"Drivers of Cars Injured in Collisions","2018","Age unknown","Male","Number","1"
"Drivers of Cars Injured in Collisions","2018","Age unknown","Female","Number","0"
"Drivers of Cars Injured in Collisions","2019","All ages","Male","Number","1474"
"Drivers of Cars Injured in Collisions","2019","All ages","Female","Number","1352"
"Drivers of Cars Injured in Collisions","2019","0 - 5 years","Male","Number","0"
"Drivers of Cars Injured in Collisions","2019","0 - 5 years","Female","Number","0"
"Drivers of Cars Injured in Collisions","2019","6 - 9 years","Male","Number","0"
"Drivers of Cars Injured in Collisions","2019","6 - 9 years","Female","Number","0"
"Drivers of Cars Injured in Collisions","2019","10 - 14 years","Male","Number","0"
"Drivers of Cars Injured in Collisions","2019","10 - 14 years","Female","Number","0"
"Drivers of Cars Injured in Collisions","2019","15 - 17 years","Male","Number","7"
"Drivers of Cars Injured in Collisions","2019","15 - 17 years","Female","Number","1"
"Drivers of Cars Injured in Collisions","2019","18 - 20 years","Male","Number","78"
"Drivers of Cars Injured in Collisions","2019","18 - 20 years","Female","Number","30"
"Drivers of Cars Injured in Collisions","2019","21 - 24 years","Male","Number","154"
"Drivers of Cars Injured in Collisions","2019","21 - 24 years","Female","Number","97"
"Drivers of Cars Injured in Collisions","2019","25 - 34 years","Male","Number","315"
"Drivers of Cars Injured in Collisions","2019","25 - 34 years","Female","Number","311"
"Drivers of Cars Injured in Collisions","2019","35 - 44 years","Male","Number","315"
"Drivers of Cars Injured in Collisions","2019","35 - 44 years","Female","Number","306"
"Drivers of Cars Injured in Collisions","2019","45 - 54 years","Male","Number","248"
"Drivers of Cars Injured in Collisions","2019","45 - 54 years","Female","Number","293"
"Drivers of Cars Injured in Collisions","2019","55 - 64 years","Male","Number","143"
"Drivers of Cars Injured in Collisions","2019","55 - 64 years","Female","Number","154"
"Drivers of Cars Injured in Collisions","2019","65 years and over","Male","Number","214"
"Drivers of Cars Injured in Collisions","2019","65 years and over","Female","Number","160"
"Drivers of Cars Injured in Collisions","2019","Age unknown","Male","Number","0"
"Drivers of Cars Injured in Collisions","2019","Age unknown","Female","Number","0"
"Drivers of Cars Injured in Collisions","2020","All ages","Male","Number","1158"
"Drivers of Cars Injured in Collisions","2020","All ages","Female","Number","894"
"Drivers of Cars Injured in Collisions","2020","0 - 5 years","Male","Number","0"
"Drivers of Cars Injured in Collisions","2020","0 - 5 years","Female","Number","0"
"Drivers of Cars Injured in Collisions","2020","6 - 9 years","Male","Number","0"
"Drivers of Cars Injured in Collisions","2020","6 - 9 years","Female","Number","0"
"Drivers of Cars Injured in Collisions","2020","10 - 14 years","Male","Number","0"
"Drivers of Cars Injured in Collisions","2020","10 - 14 years","Female","Number","0"
"Drivers of Cars Injured in Collisions","2020","15 - 17 years","Male","Number","10"
"Drivers of Cars Injured in Collisions","2020","15 - 17 years","Female","Number","0"
"Drivers of Cars Injured in Collisions","2020","18 - 20 years","Male","Number","88"
"Drivers of Cars Injured in Collisions","2020","18 - 20 years","Female","Number","29"
"Drivers of Cars Injured in Collisions","2020","21 - 24 years","Male","Number","105"
"Drivers of Cars Injured in Collisions","2020","21 - 24 years","Female","Number","66"
"Drivers of Cars Injured in Collisions","2020","25 - 34 years","Male","Number","262"
"Drivers of Cars Injured in Collisions","2020","25 - 34 years","Female","Number","201"
"Drivers of Cars Injured in Collisions","2020","35 - 44 years","Male","Number","241"
"Drivers of Cars Injured in Collisions","2020","35 - 44 years","Female","Number","220"
"Drivers of Cars Injured in Collisions","2020","45 - 54 years","Male","Number","194"
"Drivers of Cars Injured in Collisions","2020","45 - 54 years","Female","Number","183"
"Drivers of Cars Injured in Collisions","2020","55 - 64 years","Male","Number","121"
"Drivers of Cars Injured in Collisions","2020","55 - 64 years","Female","Number","97"
"Drivers of Cars Injured in Collisions","2020","65 years and over","Male","Number","137"
"Drivers of Cars Injured in Collisions","2020","65 years and over","Female","Number","98"
"Drivers of Cars Injured in Collisions","2020","Age unknown","Male","Number","0"
"Drivers of Cars Injured in Collisions","2020","Age unknown","Female","Number","0"
"Drivers of Cars Injured in Collisions","2021","All ages","Male","Number","1277"
"Drivers of Cars Injured in Collisions","2021","All ages","Female","Number","1158"
"Drivers of Cars Injured in Collisions","2021","0 - 5 years","Male","Number","0"
"Drivers of Cars Injured in Collisions","2021","0 - 5 years","Female","Number","0"
"Drivers of Cars Injured in Collisions","2021","6 - 9 years","Male","Number","0"
"Drivers of Cars Injured in Collisions","2021","6 - 9 years","Female","Number","0"
"Drivers of Cars Injured in Collisions","2021","10 - 14 years","Male","Number","1"
"Drivers of Cars Injured in Collisions","2021","10 - 14 years","Female","Number","2"
"Drivers of Cars Injured in Collisions","2021","15 - 17 years","Male","Number","12"
"Drivers of Cars Injured in Collisions","2021","15 - 17 years","Female","Number","58"
"Drivers of Cars Injured in Collisions","2021","18 - 20 years","Male","Number","103"
"Drivers of Cars Injured in Collisions","2021","18 - 20 years","Female","Number","110"
"Drivers of Cars Injured in Collisions","2021","21 - 24 years","Male","Number","140"
"Drivers of Cars Injured in Collisions","2021","21 - 24 years","Female","Number","248"
"Drivers of Cars Injured in Collisions","2021","25 - 34 years","Male","Number","261"
"Drivers of Cars Injured in Collisions","2021","25 - 34 years","Female","Number","265"
"Drivers of Cars Injured in Collisions","2021","35 - 44 years","Male","Number","250"
"Drivers of Cars Injured in Collisions","2021","35 - 44 years","Female","Number","217"
"Drivers of Cars Injured in Collisions","2021","45 - 54 years","Male","Number","194"
"Drivers of Cars Injured in Collisions","2021","45 - 54 years","Female","Number","131"
"Drivers of Cars Injured in Collisions","2021","55 - 64 years","Male","Number","136"
"Drivers of Cars Injured in Collisions","2021","55 - 64 years","Female","Number","127"
"Drivers of Cars Injured in Collisions","2021","65 years and over","Male","Number","180"
"Drivers of Cars Injured in Collisions","2021","65 years and over","Female","Number","0"
"Drivers of Cars Injured in Collisions","2021","Age unknown","Male","Number","0"
"Drivers of Cars Injured in Collisions","2021","Age unknown","Female","Number","0"
"Drivers of Cars Injured in Collisions","2022","All ages","Male","Number","1502"
"Drivers of Cars Injured in Collisions","2022","All ages","Female","Number","1300"
"Drivers of Cars Injured in Collisions","2022","0 - 5 years","Male","Number","0"
"Drivers of Cars Injured in Collisions","2022","0 - 5 years","Female","Number","0"
"Drivers of Cars Injured in Collisions","2022","6 - 9 years","Male","Number","0"
"Drivers of Cars Injured in Collisions","2022","6 - 9 years","Female","Number","0"
"Drivers of Cars Injured in Collisions","2022","10 - 14 years","Male","Number","1"
"Drivers of Cars Injured in Collisions","2022","10 - 14 years","Female","Number","0"
"Drivers of Cars Injured in Collisions","2022","15 - 17 years","Male","Number","22"
"Drivers of Cars Injured in Collisions","2022","15 - 17 years","Female","Number","3"
"Drivers of Cars Injured in Collisions","2022","18 - 20 years","Male","Number","147"
"Drivers of Cars Injured in Collisions","2022","18 - 20 years","Female","Number","58"
"Drivers of Cars Injured in Collisions","2022","21 - 24 years","Male","Number","133"
"Drivers of Cars Injured in Collisions","2022","21 - 24 years","Female","Number","114"
"Drivers of Cars Injured in Collisions","2022","25 - 34 years","Male","Number","284"
"Drivers of Cars Injured in Collisions","2022","25 - 34 years","Female","Number","241"
"Drivers of Cars Injured in Collisions","2022","35 - 44 years","Male","Number","286"
"Drivers of Cars Injured in Collisions","2022","35 - 44 years","Female","Number","302"
"Drivers of Cars Injured in Collisions","2022","45 - 54 years","Male","Number","243"
"Drivers of Cars Injured in Collisions","2022","45 - 54 years","Female","Number","262"
"Drivers of Cars Injured in Collisions","2022","55 - 64 years","Male","Number","173"
"Drivers of Cars Injured in Collisions","2022","55 - 64 years","Female","Number","159"
"Drivers of Cars Injured in Collisions","2022","65 years and over","Male","Number","213"
"Drivers of Cars Injured in Collisions","2022","65 years and over","Female","Number","161"
"Drivers of Cars Injured in Collisions","2022","Age unknown","Male","Number","0"
"Drivers of Cars Injured in Collisions","2022","Age unknown","Female","Number","0"
"Drivers of Cars Injured in Collisions","2023","All ages","Male","Number","1420"
"Drivers of Cars Injured in Collisions","2023","All ages","Female","Number","1168"
"Drivers of Cars Injured in Collisions","2023","0 - 5 years","Male","Number","0"
"Drivers of Cars Injured in Collisions","2023","0 - 5 years","Female","Number","0"
"Drivers of Cars Injured in Collisions","2023","6 - 9 years","Male","Number","0"
"Drivers of Cars Injured in Collisions","2023","6 - 9 years","Female","Number","0"
"Drivers of Cars Injured in Collisions","2023","10 - 14 years","Male","Number","4"
"Drivers of Cars Injured in Collisions","2023","10 - 14 years","Female","Number","0"
"Drivers of Cars Injured in Collisions","2023","15 - 17 years","Male","Number","14"
"Drivers of Cars Injured in Collisions","2023","15 - 17 years","Female","Number","2"
"Drivers of Cars Injured in Collisions","2023","18 - 20 years","Male","Number","138"
"Drivers of Cars Injured in Collisions","2023","18 - 20 years","Female","Number","85"
"Drivers of Cars Injured in Collisions","2023","21 - 24 years","Male","Number","142"
"Drivers of Cars Injured in Collisions","2023","21 - 24 years","Female","Number","95"
"Drivers of Cars Injured in Collisions","2023","25 - 34 years","Male","Number","257"
"Drivers of Cars Injured in Collisions","2023","25 - 34 years","Female","Number","198"
"Drivers of Cars Injured in Collisions","2023","35 - 44 years","Male","Number","266"
"Drivers of Cars Injured in Collisions","2023","35 - 44 years","Female","Number","259"
"Drivers of Cars Injured in Collisions","2023","45 - 54 years","Male","Number","225"
"Drivers of Cars Injured in Collisions","2023","45 - 54 years","Female","Number","232"
"Drivers of Cars Injured in Collisions","2023","55 - 64 years","Male","Number","162"
"Drivers of Cars Injured in Collisions","2023","55 - 64 years","Female","Number","128"
"Drivers of Cars Injured in Collisions","2023","65 years and over","Male","Number","212"
"Drivers of Cars Injured in Collisions","2023","65 years and over","Female","Number","169"
"Drivers of Cars Injured in Collisions","2023","Age unknown","Male","Number","0"
"Drivers of Cars Injured in Collisions","2023","Age unknown","Female","Number","0"
"Drivers of Cars Uninjured in Collisions","2006","All ages","Male","Number","1835"
"Drivers of Cars Uninjured in Collisions","2006","All ages","Female","Number","821"
"Drivers of Cars Uninjured in Collisions","2006","0 - 5 years","Male","Number","0"
"Drivers of Cars Uninjured in Collisions","2006","0 - 5 years","Female","Number","0"
"Drivers of Cars Uninjured in Collisions","2006","6 - 9 years","Male","Number","0"
"Drivers of Cars Uninjured in Collisions","2006","6 - 9 years","Female","Number","0"
"Drivers of Cars Uninjured in Collisions","2006","10 - 14 years","Male","Number","0"
"Drivers of Cars Uninjured in Collisions","2006","10 - 14 years","Female","Number","0"
"Drivers of Cars Uninjured in Collisions","2006","15 - 17 years","Male","Number","31"
"Drivers of Cars Uninjured in Collisions","2006","15 - 17 years","Female","Number","10"
"Drivers of Cars Uninjured in Collisions","2006","18 - 20 years","Male","Number","194"
"Drivers of Cars Uninjured in Collisions","2006","18 - 20 years","Female","Number","53"
"Drivers of Cars Uninjured in Collisions","2006","21 - 24 years","Male","Number","221"
"Drivers of Cars Uninjured in Collisions","2006","21 - 24 years","Female","Number","109"
"Drivers of Cars Uninjured in Collisions","2006","25 - 34 years","Male","Number","481"
"Drivers of Cars Uninjured in Collisions","2006","25 - 34 years","Female","Number","230"
"Drivers of Cars Uninjured in Collisions","2006","35 - 44 years","Male","Number","334"
"Drivers of Cars Uninjured in Collisions","2006","35 - 44 years","Female","Number","196"
"Drivers of Cars Uninjured in Collisions","2006","45 - 54 years","Male","Number","249"
"Drivers of Cars Uninjured in Collisions","2006","45 - 54 years","Female","Number","116"
"Drivers of Cars Uninjured in Collisions","2006","55 - 64 years","Male","Number","182"
"Drivers of Cars Uninjured in Collisions","2006","55 - 64 years","Female","Number","59"
"Drivers of Cars Uninjured in Collisions","2006","65 years and over","Male","Number","118"
"Drivers of Cars Uninjured in Collisions","2006","65 years and over","Female","Number","35"
"Drivers of Cars Uninjured in Collisions","2006","Age unknown","Male","Number","25"
"Drivers of Cars Uninjured in Collisions","2006","Age unknown","Female","Number","13"
"Drivers of Cars Uninjured in Collisions","2007","All ages","Male","Number","1783"
"Drivers of Cars Uninjured in Collisions","2007","All ages","Female","Number","845"
"Drivers of Cars Uninjured in Collisions","2007","0 - 5 years","Male","Number","1"
"Drivers of Cars Uninjured in Collisions","2007","0 - 5 years","Female","Number","0"
"Drivers of Cars Uninjured in Collisions","2007","6 - 9 years","Male","Number","0"
"Drivers of Cars Uninjured in Collisions","2007","6 - 9 years","Female","Number","0"
"Drivers of Cars Uninjured in Collisions","2007","10 - 14 years","Male","Number","0"
"Drivers of Cars Uninjured in Collisions","2007","10 - 14 years","Female","Number","0"
"Drivers of Cars Uninjured in Collisions","2007","15 - 17 years","Male","Number","41"
"Drivers of Cars Uninjured in Collisions","2007","15 - 17 years","Female","Number","5"
"Drivers of Cars Uninjured in Collisions","2007","18 - 20 years","Male","Number","216"
"Drivers of Cars Uninjured in Collisions","2007","18 - 20 years","Female","Number","61"
"Drivers of Cars Uninjured in Collisions","2007","21 - 24 years","Male","Number","243"
"Drivers of Cars Uninjured in Collisions","2007","21 - 24 years","Female","Number","98"
"Drivers of Cars Uninjured in Collisions","2007","25 - 34 years","Male","Number","453"
"Drivers of Cars Uninjured in Collisions","2007","25 - 34 years","Female","Number","225"
"Drivers of Cars Uninjured in Collisions","2007","35 - 44 years","Male","Number","331"
"Drivers of Cars Uninjured in Collisions","2007","35 - 44 years","Female","Number","195"
"Drivers of Cars Uninjured in Collisions","2007","45 - 54 years","Male","Number","235"
"Drivers of Cars Uninjured in Collisions","2007","45 - 54 years","Female","Number","136"
"Drivers of Cars Uninjured in Collisions","2007","55 - 64 years","Male","Number","129"
"Drivers of Cars Uninjured in Collisions","2007","55 - 64 years","Female","Number","71"
"Drivers of Cars Uninjured in Collisions","2007","65 years and over","Male","Number","113"
"Drivers of Cars Uninjured in Collisions","2007","65 years and over","Female","Number","40"
"Drivers of Cars Uninjured in Collisions","2007","Age unknown","Male","Number","21"
"Drivers of Cars Uninjured in Collisions","2007","Age unknown","Female","Number","14"
"Drivers of Cars Uninjured in Collisions","2008","All ages","Male","Number","2247"
"Drivers of Cars Uninjured in Collisions","2008","All ages","Female","Number","1064"
"Drivers of Cars Uninjured in Collisions","2008","0 - 5 years","Male","Number","0"
"Drivers of Cars Uninjured in Collisions","2008","0 - 5 years","Female","Number","0"
"Drivers of Cars Uninjured in Collisions","2008","6 - 9 years","Male","Number","0"
"Drivers of Cars Uninjured in Collisions","2008","6 - 9 years","Female","Number","0"
"Drivers of Cars Uninjured in Collisions","2008","10 - 14 years","Male","Number","0"
"Drivers of Cars Uninjured in Collisions","2008","10 - 14 years","Female","Number","0"
"Drivers of Cars Uninjured in Collisions","2008","15 - 17 years","Male","Number","43"
"Drivers of Cars Uninjured in Collisions","2008","15 - 17 years","Female","Number","9"
"Drivers of Cars Uninjured in Collisions","2008","18 - 20 years","Male","Number","155"
"Drivers of Cars Uninjured in Collisions","2008","18 - 20 years","Female","Number","55"
"Drivers of Cars Uninjured in Collisions","2008","21 - 24 years","Male","Number","239"
"Drivers of Cars Uninjured in Collisions","2008","21 - 24 years","Female","Number","122"
"Drivers of Cars Uninjured in Collisions","2008","25 - 34 years","Male","Number","509"
"Drivers of Cars Uninjured in Collisions","2008","25 - 34 years","Female","Number","258"
"Drivers of Cars Uninjured in Collisions","2008","35 - 44 years","Male","Number","366"
"Drivers of Cars Uninjured in Collisions","2008","35 - 44 years","Female","Number","207"
"Drivers of Cars Uninjured in Collisions","2008","45 - 54 years","Male","Number","243"
"Drivers of Cars Uninjured in Collisions","2008","45 - 54 years","Female","Number","118"
"Drivers of Cars Uninjured in Collisions","2008","55 - 64 years","Male","Number","175"
"Drivers of Cars Uninjured in Collisions","2008","55 - 64 years","Female","Number","71"
"Drivers of Cars Uninjured in Collisions","2008","65 years and over","Male","Number","117"
"Drivers of Cars Uninjured in Collisions","2008","65 years and over","Female","Number","49"
"Drivers of Cars Uninjured in Collisions","2008","Age unknown","Male","Number","400"
"Drivers of Cars Uninjured in Collisions","2008","Age unknown","Female","Number","175"
"Drivers of Cars Uninjured in Collisions","2009","All ages","Male","Number","2289"
"Drivers of Cars Uninjured in Collisions","2009","All ages","Female","Number","1096"
"Drivers of Cars Uninjured in Collisions","2009","0 - 5 years","Male","Number","0"
"Drivers of Cars Uninjured in Collisions","2009","0 - 5 years","Female","Number","1"
"Drivers of Cars Uninjured in Collisions","2009","6 - 9 years","Male","Number","0"
"Drivers of Cars Uninjured in Collisions","2009","6 - 9 years","Female","Number","0"
"Drivers of Cars Uninjured in Collisions","2009","10 - 14 years","Male","Number","1"
"Drivers of Cars Uninjured in Collisions","2009","10 - 14 years","Female","Number","0"
"Drivers of Cars Uninjured in Collisions","2009","15 - 17 years","Male","Number","40"
"Drivers of Cars Uninjured in Collisions","2009","15 - 17 years","Female","Number","10"
"Drivers of Cars Uninjured in Collisions","2009","18 - 20 years","Male","Number","218"
"Drivers of Cars Uninjured in Collisions","2009","18 - 20 years","Female","Number","83"
"Drivers of Cars Uninjured in Collisions","2009","21 - 24 years","Male","Number","256"
"Drivers of Cars Uninjured in Collisions","2009","21 - 24 years","Female","Number","123"
"Drivers of Cars Uninjured in Collisions","2009","25 - 34 years","Male","Number","586"
"Drivers of Cars Uninjured in Collisions","2009","25 - 34 years","Female","Number","292"
"Drivers of Cars Uninjured in Collisions","2009","35 - 44 years","Male","Number","458"
"Drivers of Cars Uninjured in Collisions","2009","35 - 44 years","Female","Number","222"
"Drivers of Cars Uninjured in Collisions","2009","45 - 54 years","Male","Number","298"
"Drivers of Cars Uninjured in Collisions","2009","45 - 54 years","Female","Number","169"
"Drivers of Cars Uninjured in Collisions","2009","55 - 64 years","Male","Number","197"
"Drivers of Cars Uninjured in Collisions","2009","55 - 64 years","Female","Number","81"
"Drivers of Cars Uninjured in Collisions","2009","65 years and over","Male","Number","144"
"Drivers of Cars Uninjured in Collisions","2009","65 years and over","Female","Number","72"
"Drivers of Cars Uninjured in Collisions","2009","Age unknown","Male","Number","91"
"Drivers of Cars Uninjured in Collisions","2009","Age unknown","Female","Number","43"
"Drivers of Cars Uninjured in Collisions","2010","All ages","Male","Number","2027"
"Drivers of Cars Uninjured in Collisions","2010","All ages","Female","Number","1040"
"Drivers of Cars Uninjured in Collisions","2010","0 - 5 years","Male","Number","0"
"Drivers of Cars Uninjured in Collisions","2010","0 - 5 years","Female","Number","0"
"Drivers of Cars Uninjured in Collisions","2010","6 - 9 years","Male","Number","0"
"Drivers of Cars Uninjured in Collisions","2010","6 - 9 years","Female","Number","0"
"Drivers of Cars Uninjured in Collisions","2010","10 - 14 years","Male","Number","0"
"Drivers of Cars Uninjured in Collisions","2010","10 - 14 years","Female","Number","0"
"Drivers of Cars Uninjured in Collisions","2010","15 - 17 years","Male","Number","26"
"Drivers of Cars Uninjured in Collisions","2010","15 - 17 years","Female","Number","11"
"Drivers of Cars Uninjured in Collisions","2010","18 - 20 years","Male","Number","155"
"Drivers of Cars Uninjured in Collisions","2010","18 - 20 years","Female","Number","76"
"Drivers of Cars Uninjured in Collisions","2010","21 - 24 years","Male","Number","184"
"Drivers of Cars Uninjured in Collisions","2010","21 - 24 years","Female","Number","108"
"Drivers of Cars Uninjured in Collisions","2010","25 - 34 years","Male","Number","573"
"Drivers of Cars Uninjured in Collisions","2010","25 - 34 years","Female","Number","299"
"Drivers of Cars Uninjured in Collisions","2010","35 - 44 years","Male","Number","437"
"Drivers of Cars Uninjured in Collisions","2010","35 - 44 years","Female","Number","233"
"Drivers of Cars Uninjured in Collisions","2010","45 - 54 years","Male","Number","299"
"Drivers of Cars Uninjured in Collisions","2010","45 - 54 years","Female","Number","139"
"Drivers of Cars Uninjured in Collisions","2010","55 - 64 years","Male","Number","181"
"Drivers of Cars Uninjured in Collisions","2010","55 - 64 years","Female","Number","99"
"Drivers of Cars Uninjured in Collisions","2010","65 years and over","Male","Number","161"
"Drivers of Cars Uninjured in Collisions","2010","65 years and over","Female","Number","73"
"Drivers of Cars Uninjured in Collisions","2010","Age unknown","Male","Number","11"
"Drivers of Cars Uninjured in Collisions","2010","Age unknown","Female","Number","2"
"Drivers of Cars Uninjured in Collisions","2011","All ages","Male","Number","1807"
"Drivers of Cars Uninjured in Collisions","2011","All ages","Female","Number","1039"
"Drivers of Cars Uninjured in Collisions","2011","0 - 5 years","Male","Number","0"
"Drivers of Cars Uninjured in Collisions","2011","0 - 5 years","Female","Number","0"
"Drivers of Cars Uninjured in Collisions","2011","6 - 9 years","Male","Number","0"
"Drivers of Cars Uninjured in Collisions","2011","6 - 9 years","Female","Number","0"
"Drivers of Cars Uninjured in Collisions","2011","10 - 14 years","Male","Number","0"
"Drivers of Cars Uninjured in Collisions","2011","10 - 14 years","Female","Number","0"
"Drivers of Cars Uninjured in Collisions","2011","15 - 17 years","Male","Number","26"
"Drivers of Cars Uninjured in Collisions","2011","15 - 17 years","Female","Number","11"
"Drivers of Cars Uninjured in Collisions","2011","18 - 20 years","Male","Number","132"
"Drivers of Cars Uninjured in Collisions","2011","18 - 20 years","Female","Number","68"
"Drivers of Cars Uninjured in Collisions","2011","21 - 24 years","Male","Number","171"
"Drivers of Cars Uninjured in Collisions","2011","21 - 24 years","Female","Number","92"
"Drivers of Cars Uninjured in Collisions","2011","25 - 34 years","Male","Number","465"
"Drivers of Cars Uninjured in Collisions","2011","25 - 34 years","Female","Number","298"
"Drivers of Cars Uninjured in Collisions","2011","35 - 44 years","Male","Number","370"
"Drivers of Cars Uninjured in Collisions","2011","35 - 44 years","Female","Number","243"
"Drivers of Cars Uninjured in Collisions","2011","45 - 54 years","Male","Number","288"
"Drivers of Cars Uninjured in Collisions","2011","45 - 54 years","Female","Number","165"
"Drivers of Cars Uninjured in Collisions","2011","55 - 64 years","Male","Number","152"
"Drivers of Cars Uninjured in Collisions","2011","55 - 64 years","Female","Number","89"
"Drivers of Cars Uninjured in Collisions","2011","65 years and over","Male","Number","195"
"Drivers of Cars Uninjured in Collisions","2011","65 years and over","Female","Number","67"
"Drivers of Cars Uninjured in Collisions","2011","Age unknown","Male","Number","8"
"Drivers of Cars Uninjured in Collisions","2011","Age unknown","Female","Number","6"
"Drivers of Cars Uninjured in Collisions","2012","All ages","Male","Number","2092"
"Drivers of Cars Uninjured in Collisions","2012","All ages","Female","Number","1022"
"Drivers of Cars Uninjured in Collisions","2012","0 - 5 years","Male","Number","0"
"Drivers of Cars Uninjured in Collisions","2012","0 - 5 years","Female","Number","0"
"Drivers of Cars Uninjured in Collisions","2012","6 - 9 years","Male","Number","0"
"Drivers of Cars Uninjured in Collisions","2012","6 - 9 years","Female","Number","0"
"Drivers of Cars Uninjured in Collisions","2012","10 - 14 years","Male","Number","0"
"Drivers of Cars Uninjured in Collisions","2012","10 - 14 years","Female","Number","0"
"Drivers of Cars Uninjured in Collisions","2012","15 - 17 years","Male","Number","20"
"Drivers of Cars Uninjured in Collisions","2012","15 - 17 years","Female","Number","6"
"Drivers of Cars Uninjured in Collisions","2012","18 - 20 years","Male","Number","157"
"Drivers of Cars Uninjured in Collisions","2012","18 - 20 years","Female","Number","65"
