"Statistic Label","Year","Month of Year","UNIT","VALUE"
"All Killed and Injured Casualties","2008","October","Number","837"
"All Killed and Injured Casualties","2008","November","Number","855"
"All Killed and Injured Casualties","2008","December","Number","857"
"All Killed and Injured Casualties","2009","All months","Number","9980"
"All Killed and Injured Casualties","2009","January","Number","830"
"All Killed and Injured Casualties","2009","February","Number","603"
"All Killed and Injured Casualties","2009","March","Number","779"
"All Killed and Injured Casualties","2009","April","Number","829"
"All Killed and Injured Casualties","2009","May","Number","855"
"All Killed and Injured Casualties","2009","June","Number","778"
"All Killed and Injured Casualties","2009","July","Number","995"
"All Killed and Injured Casualties","2009","August","Number","899"
"All Killed and Injured Casualties","2009","September","Number","826"
"All Killed and Injured Casualties","2009","October","Number","878"
"All Killed and Injured Casualties","2009","November","Number","903"
"All Killed and Injured Casualties","2009","December","Number","805"
"All Killed and Injured Casualties","2010","All months","Number","8482"
"All Killed and Injured Casualties","2010","January","Number","586"
"All Killed and Injured Casualties","2010","February","Number","636"
"All Killed and Injured Casualties","2010","March","Number","698"
"All Killed and Injured Casualties","2010","April","Number","706"
"All Killed and Injured Casualties","2010","May","Number","783"
"All Killed and Injured Casualties","2010","June","Number","680"
"All Killed and Injured Casualties","2010","July","Number","776"
"All Killed and Injured Casualties","2010","August","Number","766"
"All Killed and Injured Casualties","2010","September","Number","814"
"All Killed and Injured Casualties","2010","October","Number","889"
"All Killed and Injured Casualties","2010","November","Number","731"
"All Killed and Injured Casualties","2010","December","Number","417"
"All Killed and Injured Casualties","2011","All months","Number","7421"
"All Killed and Injured Casualties","2011","January","Number","569"
"All Killed and Injured Casualties","2011","February","Number","558"
"All Killed and Injured Casualties","2011","March","Number","578"
"All Killed and Injured Casualties","2011","April","Number","555"
"All Killed and Injured Casualties","2011","May","Number","538"
"All Killed and Injured Casualties","2011","June","Number","661"
"All Killed and Injured Casualties","2011","July","Number","704"
"All Killed and Injured Casualties","2011","August","Number","700"
"All Killed and Injured Casualties","2011","September","Number","652"
"All Killed and Injured Casualties","2011","October","Number","674"
"All Killed and Injured Casualties","2011","November","Number","673"
"All Killed and Injured Casualties","2011","December","Number","559"
"All Killed and Injured Casualties","2012","All months","Number","8104"
"All Killed and Injured Casualties","2012","January","Number","652"
"All Killed and Injured Casualties","2012","February","Number","609"
"All Killed and Injured Casualties","2012","March","Number","719"
"All Killed and Injured Casualties","2012","April","Number","710"
"All Killed and Injured Casualties","2012","May","Number","643"
"All Killed and Injured Casualties","2012","June","Number","708"
"All Killed and Injured Casualties","2012","July","Number","694"
"All Killed and Injured Casualties","2012","August","Number","682"
"All Killed and Injured Casualties","2012","September","Number","649"
"All Killed and Injured Casualties","2012","October","Number","733"
"All Killed and Injured Casualties","2012","November","Number","678"
"All Killed and Injured Casualties","2012","December","Number","627"
"All Killed and Injured Casualties","2013","All months","Number","7068"
"All Killed and Injured Casualties","2013","January","Number","642"
"All Killed and Injured Casualties","2013","February","Number","505"
"All Killed and Injured Casualties","2013","March","Number","538"
"All Killed and Injured Casualties","2013","April","Number","464"
"All Killed and Injured Casualties","2013","May","Number","550"
"All Killed and Injured Casualties","2013","June","Number","600"
"All Killed and Injured Casualties","2013","July","Number","695"
"All Killed and Injured Casualties","2013","August","Number","619"
"All Killed and Injured Casualties","2013","September","Number","618"
"All Killed and Injured Casualties","2013","October","Number","648"
"All Killed and Injured Casualties","2013","November","Number","575"
"All Killed and Injured Casualties","2013","December","Number","614"
"All Killed and Injured Casualties","2014","All months","Number","8271"
"All Killed and Injured Casualties","2014","January","Number","652"
"All Killed and Injured Casualties","2014","February","Number","590"
"All Killed and Injured Casualties","2014","March","Number","590"
"All Killed and Injured Casualties","2014","April","Number","656"
"All Killed and Injured Casualties","2014","May","Number","671"
"All Killed and Injured Casualties","2014","June","Number","698"
"All Killed and Injured Casualties","2014","July","Number","703"
"All Killed and Injured Casualties","2014","August","Number","756"
"All Killed and Injured Casualties","2014","September","Number","692"
"All Killed and Injured Casualties","2014","October","Number","743"
"All Killed and Injured Casualties","2014","November","Number","811"
"All Killed and Injured Casualties","2014","December","Number","709"
"All Killed and Injured Casualties","2015","All months","Number","8002"
"All Killed and Injured Casualties","2015","January","Number","690"
"All Killed and Injured Casualties","2015","February","Number","569"
"All Killed and Injured Casualties","2015","March","Number","654"
"All Killed and Injured Casualties","2015","April","Number","542"
"All Killed and Injured Casualties","2015","May","Number","702"
"All Killed and Injured Casualties","2015","June","Number","659"
"All Killed and Injured Casualties","2015","July","Number","686"
"All Killed and Injured Casualties","2015","August","Number","690"
"All Killed and Injured Casualties","2015","September","Number","705"
"All Killed and Injured Casualties","2015","October","Number","676"
"All Killed and Injured Casualties","2015","November","Number","682"
"All Killed and Injured Casualties","2015","December","Number","747"
"All Killed and Injured Casualties","2016","All months","Number","7896"
"All Killed and Injured Casualties","2016","January","Number","711"
"All Killed and Injured Casualties","2016","February","Number","620"
"All Killed and Injured Casualties","2016","March","Number","614"
"All Killed and Injured Casualties","2016","April","Number","544"
"All Killed and Injured Casualties","2016","May","Number","642"
"All Killed and Injured Casualties","2016","June","Number","654"
"All Killed and Injured Casualties","2016","July","Number","743"
"All Killed and Injured Casualties","2016","August","Number","639"
"All Killed and Injured Casualties","2016","September","Number","738"
"All Killed and Injured Casualties","2016","October","Number","638"
"All Killed and Injured Casualties","2016","November","Number","659"
"All Killed and Injured Casualties","2016","December","Number","694"
"All Killed and Injured Casualties","2017","All months","Number","7934"
"All Killed and Injured Casualties","2017","January","Number","592"
"All Killed and Injured Casualties","2017","February","Number","533"
"All Killed and Injured Casualties","2017","March","Number","692"
"All Killed and Injured Casualties","2017","April","Number","543"
"All Killed and Injured Casualties","2017","May","Number","712"
"All Killed and Injured Casualties","2017","June","Number","637"
"All Killed and Injured Casualties","2017","July","Number","671"
"All Killed and Injured Casualties","2017","August","Number","645"
"All Killed and Injured Casualties","2017","September","Number","711"
"All Killed and Injured Casualties","2017","October","Number","647"
"All Killed and Injured Casualties","2017","November","Number","819"
"All Killed and Injured Casualties","2017","December","Number","732"
"All Killed and Injured Casualties","2018","All months","Number","8150"
"All Killed and Injured Casualties","2018","January","Number","610"
"All Killed and Injured Casualties","2018","February","Number","585"
"All Killed and Injured Casualties","2018","March","Number","609"
"All Killed and Injured Casualties","2018","April","Number","619"
"All Killed and Injured Casualties","2018","May","Number","737"
"All Killed and Injured Casualties","2018","June","Number","722"
"All Killed and Injured Casualties","2018","July","Number","738"
"All Killed and Injured Casualties","2018","August","Number","646"
"All Killed and Injured Casualties","2018","September","Number","695"
"All Killed and Injured Casualties","2018","October","Number","732"
"All Killed and Injured Casualties","2018","November","Number","737"
"All Killed and Injured Casualties","2018","December","Number","720"
"All Killed and Injured Casualties","2019","All months","Number","7719"
"All Killed and Injured Casualties","2019","January","Number","639"
"All Killed and Injured Casualties","2019","February","Number","520"
"All Killed and Injured Casualties","2019","March","Number","655"
"All Killed and Injured Casualties","2019","April","Number","535"
"All Killed and Injured Casualties","2019","May","Number","627"
"All Killed and Injured Casualties","2019","June","Number","658"
"All Killed and Injured Casualties","2019","July","Number","688"
"All Killed and Injured Casualties","2019","August","Number","661"
"All Killed and Injured Casualties","2019","September","Number","737"
"All Killed and Injured Casualties","2019","October","Number","689"
"All Killed and Injured Casualties","2019","November","Number","702"
"All Killed and Injured Casualties","2019","December","Number","608"
"All Killed and Injured Casualties","2020","All months","Number","5743"
"All Killed and Injured Casualties","2020","January","Number","668"
"All Killed and Injured Casualties","2020","February","Number","573"
"All Killed and Injured Casualties","2020","March","Number","363"
"All Killed and Injured Casualties","2020","April","Number","166"
"All Killed and Injured Casualties","2020","May","Number","282"
"All Killed and Injured Casualties","2020","June","Number","393"
"All Killed and Injured Casualties","2020","July","Number","532"
"All Killed and Injured Casualties","2020","August","Number","549"
"All Killed and Injured Casualties","2020","September","Number","580"
"All Killed and Injured Casualties","2020","October","Number","513"
"All Killed and Injured Casualties","2020","November","Number","487"
"All Killed and Injured Casualties","2020","December","Number",""
"All Killed and Injured Casualties","2021","All months","Number","6332"
"All Killed and Injured Casualties","2021","January","Number","285"
"All Killed and Injured Casualties","2021","February","Number","319"
"All Killed and Injured Casualties","2021","March","Number","370"
"All Killed and Injured Casualties","2021","April","Number","444"
"All Killed and Injured Casualties","2021","May","Number","532"
"All Killed and Injured Casualties","2021","June","Number","575"
"All Killed and Injured Casualties","2021","July","Number","627"
"All Killed and Injured Casualties","2021","August","Number","610"
"All Killed and Injured Casualties","2021","September","Number","669"
"All Killed and Injured Casualties","2021","October","Number","655"
"All Killed and Injured Casualties","2021","November","Number","566"
"All Killed and Injured Casualties","2021","December","Number","680"
"All Killed and Injured Casualties","2022","All months","Number","7511"
"All Killed and Injured Casualties","2022","January","Number","518"
"All Killed and Injured Casualties","2022","February","Number","552"
"All Killed and Injured Casualties","2022","March","Number","631"
"All Killed and Injured Casualties","2022","April","Number","603"
"All Killed and Injured Casualties","2022","May","Number","683"
"All Killed and Injured Casualties","2022","June","Number","610"
"All Killed and Injured Casualties","2022","July","Number","605"
"All Killed and Injured Casualties","2022","August","Number","693"
"All Killed and Injured Casualties","2022","September","Number","682"
"All Killed and Injured Casualties","2022","October","Number","696"
"All Killed and Injured Casualties","2022","November","Number","703"
"All Killed and Injured Casualties","2022","December","Number","535"
"All Killed and Injured Casualties","2023","All months","Number","7128"
"All Killed and Injured Casualties","2023","January","Number","562"
"All Killed and Injured Casualties","2023","February","Number","498"
"All Killed and Injured Casualties","2023","March","Number","576"
"All Killed and Injured Casualties","2023","April","Number","568"
"All Killed and Injured Casualties","2023","May","Number","625"
"All Killed and Injured Casualties","2023","June","Number","628"
"All Killed and Injured Casualties","2023","July","Number","680"
"All Killed and Injured Casualties","2023","August","Number","601"
"All Killed and Injured Casualties","2023","September","Number","591"
"All Killed and Injured Casualties","2023","October","Number","603"
"All Killed and Injured Casualties","2023","November","Number","608"
"All Killed and Injured Casualties","2023","December","Number","588"
