"Statistic Label","Year","Age Group","Sex","Road User Type","UNIT","VALUE"
"All Killed and Injured Casualties","2018","18 - 20 years","Female","Other road users","Number","4"
"All Killed and Injured Casualties","2018","21 - 24 years","Male","All road users","Number","391"
"All Killed and Injured Casualties","2018","21 - 24 years","Male","Pedestrians","Number","35"
"All Killed and Injured Casualties","2018","21 - 24 years","Male","Pedal cyclists","Number","59"
"All Killed and Injured Casualties","2018","21 - 24 years","Male","Motor cyclists","Number","38"
"All Killed and Injured Casualties","2018","21 - 24 years","Male","All Car users","Number","236"
"All Killed and Injured Casualties","2018","21 - 24 years","Male","Car drivers","Number","150"
"All Killed and Injured Casualties","2018","21 - 24 years","Male","Car passengers","Number","86"
"All Killed and Injured Casualties","2018","21 - 24 years","Male","Other road users","Number","23"
"All Killed and Injured Casualties","2018","21 - 24 years","Female","All road users","Number","288"
"All Killed and Injured Casualties","2018","21 - 24 years","Female","Pedestrians","Number","42"
"All Killed and Injured Casualties","2018","21 - 24 years","Female","Pedal cyclists","Number","31"
"All Killed and Injured Casualties","2018","21 - 24 years","Female","Motor cyclists","Number","7"
"All Killed and Injured Casualties","2018","21 - 24 years","Female","All Car users","Number","199"
"All Killed and Injured Casualties","2018","21 - 24 years","Female","Car drivers","Number","121"
"All Killed and Injured Casualties","2018","21 - 24 years","Female","Car passengers","Number","78"
"All Killed and Injured Casualties","2018","21 - 24 years","Female","Other road users","Number","9"
"All Killed and Injured Casualties","2018","25 - 34 years","Male","All road users","Number","979"
"All Killed and Injured Casualties","2018","25 - 34 years","Male","Pedestrians","Number","107"
"All Killed and Injured Casualties","2018","25 - 34 years","Male","Pedal cyclists","Number","183"
"All Killed and Injured Casualties","2018","25 - 34 years","Male","Motor cyclists","Number","119"
"All Killed and Injured Casualties","2018","25 - 34 years","Male","All Car users","Number","450"
"All Killed and Injured Casualties","2018","25 - 34 years","Male","Car drivers","Number","332"
"All Killed and Injured Casualties","2018","25 - 34 years","Male","Car passengers","Number","118"
"All Killed and Injured Casualties","2018","25 - 34 years","Male","Other road users","Number","120"
"All Killed and Injured Casualties","2018","25 - 34 years","Female","All road users","Number","696"
"All Killed and Injured Casualties","2018","25 - 34 years","Female","Pedestrians","Number","88"
"All Killed and Injured Casualties","2018","25 - 34 years","Female","Pedal cyclists","Number","87"
"All Killed and Injured Casualties","2018","25 - 34 years","Female","Motor cyclists","Number","9"
"All Killed and Injured Casualties","2018","25 - 34 years","Female","All Car users","Number","488"
"All Killed and Injured Casualties","2018","25 - 34 years","Female","Car drivers","Number","345"
"All Killed and Injured Casualties","2018","25 - 34 years","Female","Car passengers","Number","143"
"All Killed and Injured Casualties","2018","25 - 34 years","Female","Other road users","Number","24"
"All Killed and Injured Casualties","2018","35 - 44 years","Male","All road users","Number","901"
"All Killed and Injured Casualties","2018","35 - 44 years","Male","Pedestrians","Number","75"
"All Killed and Injured Casualties","2018","35 - 44 years","Male","Pedal cyclists","Number","203"
"All Killed and Injured Casualties","2018","35 - 44 years","Male","Motor cyclists","Number","94"
"All Killed and Injured Casualties","2018","35 - 44 years","Male","All Car users","Number","409"
"All Killed and Injured Casualties","2018","35 - 44 years","Male","Car drivers","Number","346"
"All Killed and Injured Casualties","2018","35 - 44 years","Male","Car passengers","Number","63"
"All Killed and Injured Casualties","2018","35 - 44 years","Male","Other road users","Number","120"
"All Killed and Injured Casualties","2018","35 - 44 years","Female","All road users","Number","611"
"All Killed and Injured Casualties","2018","35 - 44 years","Female","Pedestrians","Number","62"
"All Killed and Injured Casualties","2018","35 - 44 years","Female","Pedal cyclists","Number","57"
"All Killed and Injured Casualties","2018","35 - 44 years","Female","Motor cyclists","Number","7"
"All Killed and Injured Casualties","2018","35 - 44 years","Female","All Car users","Number","459"
"All Killed and Injured Casualties","2018","35 - 44 years","Female","Car drivers","Number","353"
"All Killed and Injured Casualties","2018","35 - 44 years","Female","Car passengers","Number","106"
"All Killed and Injured Casualties","2018","35 - 44 years","Female","Other road users","Number","26"
"All Killed and Injured Casualties","2018","45 - 54 years","Male","All road users","Number","698"
"All Killed and Injured Casualties","2018","45 - 54 years","Male","Pedestrians","Number","74"
"All Killed and Injured Casualties","2018","45 - 54 years","Male","Pedal cyclists","Number","132"
"All Killed and Injured Casualties","2018","45 - 54 years","Male","Motor cyclists","Number","77"
"All Killed and Injured Casualties","2018","45 - 54 years","Male","All Car users","Number","316"
"All Killed and Injured Casualties","2018","45 - 54 years","Male","Car drivers","Number","287"
"All Killed and Injured Casualties","2018","45 - 54 years","Male","Car passengers","Number","29"
"All Killed and Injured Casualties","2018","45 - 54 years","Male","Other road users","Number","99"
"All Killed and Injured Casualties","2018","45 - 54 years","Female","All road users","Number","482"
"All Killed and Injured Casualties","2018","45 - 54 years","Female","Pedestrians","Number","59"
"All Killed and Injured Casualties","2018","45 - 54 years","Female","Pedal cyclists","Number","28"
"All Killed and Injured Casualties","2018","45 - 54 years","Female","Motor cyclists","Number","10"
"All Killed and Injured Casualties","2018","45 - 54 years","Female","All Car users","Number","371"
"All Killed and Injured Casualties","2018","45 - 54 years","Female","Car drivers","Number","293"
"All Killed and Injured Casualties","2018","45 - 54 years","Female","Car passengers","Number","78"
"All Killed and Injured Casualties","2018","45 - 54 years","Female","Other road users","Number","14"
"All Killed and Injured Casualties","2018","55 - 64 years","Male","All road users","Number","487"
"All Killed and Injured Casualties","2018","55 - 64 years","Male","Pedestrians","Number","57"
"All Killed and Injured Casualties","2018","55 - 64 years","Male","Pedal cyclists","Number","82"
"All Killed and Injured Casualties","2018","55 - 64 years","Male","Motor cyclists","Number","49"
"All Killed and Injured Casualties","2018","55 - 64 years","Male","All Car users","Number","222"
"All Killed and Injured Casualties","2018","55 - 64 years","Male","Car drivers","Number","201"
"All Killed and Injured Casualties","2018","55 - 64 years","Male","Car passengers","Number","21"
"All Killed and Injured Casualties","2018","55 - 64 years","Male","Other road users","Number","77"
"All Killed and Injured Casualties","2018","55 - 64 years","Female","All road users","Number","348"
"All Killed and Injured Casualties","2018","55 - 64 years","Female","Pedestrians","Number","50"
"All Killed and Injured Casualties","2018","55 - 64 years","Female","Pedal cyclists","Number","22"
"All Killed and Injured Casualties","2018","55 - 64 years","Female","Motor cyclists","Number","3"
"All Killed and Injured Casualties","2018","55 - 64 years","Female","All Car users","Number","253"
"All Killed and Injured Casualties","2018","55 - 64 years","Female","Car drivers","Number","181"
"All Killed and Injured Casualties","2018","55 - 64 years","Female","Car passengers","Number","72"
"All Killed and Injured Casualties","2018","55 - 64 years","Female","Other road users","Number","20"
"All Killed and Injured Casualties","2018","65 years and over","Male","All road users","Number","432"
"All Killed and Injured Casualties","2018","65 years and over","Male","Pedestrians","Number","97"
"All Killed and Injured Casualties","2018","65 years and over","Male","Pedal cyclists","Number","37"
"All Killed and Injured Casualties","2018","65 years and over","Male","Motor cyclists","Number","17"
"All Killed and Injured Casualties","2018","65 years and over","Male","All Car users","Number","241"
"All Killed and Injured Casualties","2018","65 years and over","Male","Car drivers","Number","213"
"All Killed and Injured Casualties","2018","65 years and over","Male","Car passengers","Number","28"
"All Killed and Injured Casualties","2018","65 years and over","Male","Other road users","Number","40"
"All Killed and Injured Casualties","2018","65 years and over","Female","All road users","Number","433"
"All Killed and Injured Casualties","2018","65 years and over","Female","Pedestrians","Number","98"
"All Killed and Injured Casualties","2018","65 years and over","Female","Pedal cyclists","Number","8"
"All Killed and Injured Casualties","2018","65 years and over","Female","Motor cyclists","Number","3"
"All Killed and Injured Casualties","2018","65 years and over","Female","All Car users","Number","302"
"All Killed and Injured Casualties","2018","65 years and over","Female","Car drivers","Number","187"
"All Killed and Injured Casualties","2018","65 years and over","Female","Car passengers","Number","115"
"All Killed and Injured Casualties","2018","65 years and over","Female","Other road users","Number","22"
"All Killed and Injured Casualties","2018","Age unknown","Male","All road users","Number","7"
"All Killed and Injured Casualties","2018","Age unknown","Male","Pedestrians","Number","3"
"All Killed and Injured Casualties","2018","Age unknown","Male","Pedal cyclists","Number","2"
"All Killed and Injured Casualties","2018","Age unknown","Male","Motor cyclists","Number","0"
"All Killed and Injured Casualties","2018","Age unknown","Male","All Car users","Number","2"
"All Killed and Injured Casualties","2018","Age unknown","Male","Car drivers","Number","1"
"All Killed and Injured Casualties","2018","Age unknown","Male","Car passengers","Number","1"
"All Killed and Injured Casualties","2018","Age unknown","Male","Other road users","Number","0"
"All Killed and Injured Casualties","2018","Age unknown","Female","All road users","Number","1"
"All Killed and Injured Casualties","2018","Age unknown","Female","Pedestrians","Number","1"
"All Killed and Injured Casualties","2018","Age unknown","Female","Pedal cyclists","Number","0"
"All Killed and Injured Casualties","2018","Age unknown","Female","Motor cyclists","Number","0"
"All Killed and Injured Casualties","2018","Age unknown","Female","All Car users","Number","0"
"All Killed and Injured Casualties","2018","Age unknown","Female","Car drivers","Number","0"
"All Killed and Injured Casualties","2018","Age unknown","Female","Car passengers","Number","0"
"All Killed and Injured Casualties","2018","Age unknown","Female","Other road users","Number","0"
"All Killed and Injured Casualties","2019","All ages","Male","All road users","Number","4535"
"All Killed and Injured Casualties","2019","All ages","Male","Pedestrians","Number","587"
"All Killed and Injured Casualties","2019","All ages","Male","Pedal cyclists","Number","879"
"All Killed and Injured Casualties","2019","All ages","Male","Motor cyclists","Number","419"
"All Killed and Injured Casualties","2019","All ages","Male","All Car users","Number","2152"
"All Killed and Injured Casualties","2019","All ages","Male","Car drivers","Number","1519"
"All Killed and Injured Casualties","2019","All ages","Male","Car passengers","Number","633"
"All Killed and Injured Casualties","2019","All ages","Male","Other road users","Number","498"
"All Killed and Injured Casualties","2019","All ages","Female","All road users","Number","3159"
"All Killed and Injured Casualties","2019","All ages","Female","Pedestrians","Number","520"
"All Killed and Injured Casualties","2019","All ages","Female","Pedal cyclists","Number","254"
"All Killed and Injured Casualties","2019","All ages","Female","Motor cyclists","Number","44"
"All Killed and Injured Casualties","2019","All ages","Female","All Car users","Number","2203"
"All Killed and Injured Casualties","2019","All ages","Female","Car drivers","Number","1373"
"All Killed and Injured Casualties","2019","All ages","Female","Car passengers","Number","830"
"All Killed and Injured Casualties","2019","All ages","Female","Other road users","Number","138"
"All Killed and Injured Casualties","2019","0 - 5 years","Male","All road users","Number","92"
"All Killed and Injured Casualties","2019","0 - 5 years","Male","Pedestrians","Number","21"
"All Killed and Injured Casualties","2019","0 - 5 years","Male","Pedal cyclists","Number","5"
"All Killed and Injured Casualties","2019","0 - 5 years","Male","Motor cyclists","Number","0"
"All Killed and Injured Casualties","2019","0 - 5 years","Male","All Car users","Number","61"
"All Killed and Injured Casualties","2019","0 - 5 years","Male","Car drivers","Number","0"
"All Killed and Injured Casualties","2019","0 - 5 years","Male","Car passengers","Number","61"
"All Killed and Injured Casualties","2019","0 - 5 years","Male","Other road users","Number","5"
"All Killed and Injured Casualties","2019","0 - 5 years","Female","All road users","Number","82"
"All Killed and Injured Casualties","2019","0 - 5 years","Female","Pedestrians","Number","24"
"All Killed and Injured Casualties","2019","0 - 5 years","Female","Pedal cyclists","Number","1"
"All Killed and Injured Casualties","2019","0 - 5 years","Female","Motor cyclists","Number","0"
"All Killed and Injured Casualties","2019","0 - 5 years","Female","All Car users","Number","55"
"All Killed and Injured Casualties","2019","0 - 5 years","Female","Car drivers","Number","0"
"All Killed and Injured Casualties","2019","0 - 5 years","Female","Car passengers","Number","55"
"All Killed and Injured Casualties","2019","0 - 5 years","Female","Other road users","Number","2"
"All Killed and Injured Casualties","2019","6 - 9 years","Male","All road users","Number","102"
"All Killed and Injured Casualties","2019","6 - 9 years","Male","Pedestrians","Number","33"
"All Killed and Injured Casualties","2019","6 - 9 years","Male","Pedal cyclists","Number","10"
"All Killed and Injured Casualties","2019","6 - 9 years","Male","Motor cyclists","Number","0"
"All Killed and Injured Casualties","2019","6 - 9 years","Male","All Car users","Number","52"
"All Killed and Injured Casualties","2019","6 - 9 years","Male","Car drivers","Number","0"
"All Killed and Injured Casualties","2019","6 - 9 years","Male","Car passengers","Number","52"
"All Killed and Injured Casualties","2019","6 - 9 years","Male","Other road users","Number","7"
"All Killed and Injured Casualties","2019","6 - 9 years","Female","All road users","Number","61"
"All Killed and Injured Casualties","2019","6 - 9 years","Female","Pedestrians","Number","11"
"All Killed and Injured Casualties","2019","6 - 9 years","Female","Pedal cyclists","Number","3"
"All Killed and Injured Casualties","2019","6 - 9 years","Female","Motor cyclists","Number","0"
"All Killed and Injured Casualties","2019","6 - 9 years","Female","All Car users","Number","43"
"All Killed and Injured Casualties","2019","6 - 9 years","Female","Car drivers","Number","0"
"All Killed and Injured Casualties","2019","6 - 9 years","Female","Car passengers","Number","43"
"All Killed and Injured Casualties","2019","6 - 9 years","Female","Other road users","Number","4"
"All Killed and Injured Casualties","2019","10 - 14 years","Male","All road users","Number","196"
"All Killed and Injured Casualties","2019","10 - 14 years","Male","Pedestrians","Number","62"
"All Killed and Injured Casualties","2019","10 - 14 years","Male","Pedal cyclists","Number","65"
"All Killed and Injured Casualties","2019","10 - 14 years","Male","Motor cyclists","Number","1"
"All Killed and Injured Casualties","2019","10 - 14 years","Male","All Car users","Number","57"
"All Killed and Injured Casualties","2019","10 - 14 years","Male","Car drivers","Number","0"
"All Killed and Injured Casualties","2019","10 - 14 years","Male","Car passengers","Number","57"
"All Killed and Injured Casualties","2019","10 - 14 years","Male","Other road users","Number","11"
"All Killed and Injured Casualties","2019","10 - 14 years","Female","All road users","Number","134"
"All Killed and Injured Casualties","2019","10 - 14 years","Female","Pedestrians","Number","45"
"All Killed and Injured Casualties","2019","10 - 14 years","Female","Pedal cyclists","Number","8"
"All Killed and Injured Casualties","2019","10 - 14 years","Female","Motor cyclists","Number","0"
"All Killed and Injured Casualties","2019","10 - 14 years","Female","All Car users","Number","71"
"All Killed and Injured Casualties","2019","10 - 14 years","Female","Car drivers","Number","0"
"All Killed and Injured Casualties","2019","10 - 14 years","Female","Car passengers","Number","71"
"All Killed and Injured Casualties","2019","10 - 14 years","Female","Other road users","Number","10"
"All Killed and Injured Casualties","2019","15 - 17 years","Male","All road users","Number","171"
"All Killed and Injured Casualties","2019","15 - 17 years","Male","Pedestrians","Number","36"
"All Killed and Injured Casualties","2019","15 - 17 years","Male","Pedal cyclists","Number","37"
"All Killed and Injured Casualties","2019","15 - 17 years","Male","Motor cyclists","Number","18"
"All Killed and Injured Casualties","2019","15 - 17 years","Male","All Car users","Number","68"
"All Killed and Injured Casualties","2019","15 - 17 years","Male","Car drivers","Number","8"
"All Killed and Injured Casualties","2019","15 - 17 years","Male","Car passengers","Number","60"
"All Killed and Injured Casualties","2019","15 - 17 years","Male","Other road users","Number","12"
"All Killed and Injured Casualties","2019","15 - 17 years","Female","All road users","Number","99"
"All Killed and Injured Casualties","2019","15 - 17 years","Female","Pedestrians","Number","25"
"All Killed and Injured Casualties","2019","15 - 17 years","Female","Pedal cyclists","Number","2"
"All Killed and Injured Casualties","2019","15 - 17 years","Female","Motor cyclists","Number","2"
"All Killed and Injured Casualties","2019","15 - 17 years","Female","All Car users","Number","59"
"All Killed and Injured Casualties","2019","15 - 17 years","Female","Car drivers","Number","1"
"All Killed and Injured Casualties","2019","15 - 17 years","Female","Car passengers","Number","58"
"All Killed and Injured Casualties","2019","15 - 17 years","Female","Other road users","Number","11"
"All Killed and Injured Casualties","2019","18 - 20 years","Male","All road users","Number","268"
"All Killed and Injured Casualties","2019","18 - 20 years","Male","Pedestrians","Number","23"
"All Killed and Injured Casualties","2019","18 - 20 years","Male","Pedal cyclists","Number","48"
"All Killed and Injured Casualties","2019","18 - 20 years","Male","Motor cyclists","Number","28"
"All Killed and Injured Casualties","2019","18 - 20 years","Male","All Car users","Number","151"
"All Killed and Injured Casualties","2019","18 - 20 years","Male","Car drivers","Number","79"
"All Killed and Injured Casualties","2019","18 - 20 years","Male","Car passengers","Number","72"
"All Killed and Injured Casualties","2019","18 - 20 years","Male","Other road users","Number","18"
"All Killed and Injured Casualties","2019","18 - 20 years","Female","All road users","Number","152"
"All Killed and Injured Casualties","2019","18 - 20 years","Female","Pedestrians","Number","28"
"All Killed and Injured Casualties","2019","18 - 20 years","Female","Pedal cyclists","Number","6"
"All Killed and Injured Casualties","2019","18 - 20 years","Female","Motor cyclists","Number","1"
"All Killed and Injured Casualties","2019","18 - 20 years","Female","All Car users","Number","110"
"All Killed and Injured Casualties","2019","18 - 20 years","Female","Car drivers","Number","31"
"All Killed and Injured Casualties","2019","18 - 20 years","Female","Car passengers","Number","79"
"All Killed and Injured Casualties","2019","18 - 20 years","Female","Other road users","Number","7"
"All Killed and Injured Casualties","2019","21 - 24 years","Male","All road users","Number","409"
"All Killed and Injured Casualties","2019","21 - 24 years","Male","Pedestrians","Number","33"
"All Killed and Injured Casualties","2019","21 - 24 years","Male","Pedal cyclists","Number","67"
"All Killed and Injured Casualties","2019","21 - 24 years","Male","Motor cyclists","Number","35"
"All Killed and Injured Casualties","2019","21 - 24 years","Male","All Car users","Number","249"
"All Killed and Injured Casualties","2019","21 - 24 years","Male","Car drivers","Number","161"
"All Killed and Injured Casualties","2019","21 - 24 years","Male","Car passengers","Number","88"
"All Killed and Injured Casualties","2019","21 - 24 years","Male","Other road users","Number","25"
"All Killed and Injured Casualties","2019","21 - 24 years","Female","All road users","Number","244"
"All Killed and Injured Casualties","2019","21 - 24 years","Female","Pedestrians","Number","46"
"All Killed and Injured Casualties","2019","21 - 24 years","Female","Pedal cyclists","Number","32"
"All Killed and Injured Casualties","2019","21 - 24 years","Female","Motor cyclists","Number","3"
"All Killed and Injured Casualties","2019","21 - 24 years","Female","All Car users","Number","152"
"All Killed and Injured Casualties","2019","21 - 24 years","Female","Car drivers","Number","98"
"All Killed and Injured Casualties","2019","21 - 24 years","Female","Car passengers","Number","54"
"All Killed and Injured Casualties","2019","21 - 24 years","Female","Other road users","Number","11"
"All Killed and Injured Casualties","2019","25 - 34 years","Male","All road users","Number","914"
"All Killed and Injured Casualties","2019","25 - 34 years","Male","Pedestrians","Number","88"
"All Killed and Injured Casualties","2019","25 - 34 years","Male","Pedal cyclists","Number","187"
"All Killed and Injured Casualties","2019","25 - 34 years","Male","Motor cyclists","Number","114"
"All Killed and Injured Casualties","2019","25 - 34 years","Male","All Car users","Number","425"
"All Killed and Injured Casualties","2019","25 - 34 years","Male","Car drivers","Number","327"
"All Killed and Injured Casualties","2019","25 - 34 years","Male","Car passengers","Number","98"
"All Killed and Injured Casualties","2019","25 - 34 years","Male","Other road users","Number","100"
"All Killed and Injured Casualties","2019","25 - 34 years","Female","All road users","Number","624"
"All Killed and Injured Casualties","2019","25 - 34 years","Female","Pedestrians","Number","61"
"All Killed and Injured Casualties","2019","25 - 34 years","Female","Pedal cyclists","Number","80"
"All Killed and Injured Casualties","2019","25 - 34 years","Female","Motor cyclists","Number","15"
"All Killed and Injured Casualties","2019","25 - 34 years","Female","All Car users","Number","446"
"All Killed and Injured Casualties","2019","25 - 34 years","Female","Car drivers","Number","315"
"All Killed and Injured Casualties","2019","25 - 34 years","Female","Car passengers","Number","131"
"All Killed and Injured Casualties","2019","25 - 34 years","Female","Other road users","Number","22"
"All Killed and Injured Casualties","2019","35 - 44 years","Male","All road users","Number","880"
"All Killed and Injured Casualties","2019","35 - 44 years","Male","Pedestrians","Number","90"
"All Killed and Injured Casualties","2019","35 - 44 years","Male","Pedal cyclists","Number","202"
"All Killed and Injured Casualties","2019","35 - 44 years","Male","Motor cyclists","Number","87"
"All Killed and Injured Casualties","2019","35 - 44 years","Male","All Car users","Number","378"
"All Killed and Injured Casualties","2019","35 - 44 years","Male","Car drivers","Number","319"
"All Killed and Injured Casualties","2019","35 - 44 years","Male","Car passengers","Number","59"
"All Killed and Injured Casualties","2019","35 - 44 years","Male","Other road users","Number","123"
"All Killed and Injured Casualties","2019","35 - 44 years","Female","All road users","Number","570"
"All Killed and Injured Casualties","2019","35 - 44 years","Female","Pedestrians","Number","77"
"All Killed and Injured Casualties","2019","35 - 44 years","Female","Pedal cyclists","Number","54"
"All Killed and Injured Casualties","2019","35 - 44 years","Female","Motor cyclists","Number","12"
"All Killed and Injured Casualties","2019","35 - 44 years","Female","All Car users","Number","400"
"All Killed and Injured Casualties","2019","35 - 44 years","Female","Car drivers","Number","308"
"All Killed and Injured Casualties","2019","35 - 44 years","Female","Car passengers","Number","92"
"All Killed and Injured Casualties","2019","35 - 44 years","Female","Other road users","Number","27"
"All Killed and Injured Casualties","2019","45 - 54 years","Male","All road users","Number","663"
"All Killed and Injured Casualties","2019","45 - 54 years","Male","Pedestrians","Number","65"
"All Killed and Injured Casualties","2019","45 - 54 years","Male","Pedal cyclists","Number","137"
"All Killed and Injured Casualties","2019","45 - 54 years","Male","Motor cyclists","Number","80"
"All Killed and Injured Casualties","2019","45 - 54 years","Male","All Car users","Number","278"
"All Killed and Injured Casualties","2019","45 - 54 years","Male","Car drivers","Number","251"
"All Killed and Injured Casualties","2019","45 - 54 years","Male","Car passengers","Number","27"
"All Killed and Injured Casualties","2019","45 - 54 years","Male","Other road users","Number","103"
"All Killed and Injured Casualties","2019","45 - 54 years","Female","All road users","Number","475"
"All Killed and Injured Casualties","2019","45 - 54 years","Female","Pedestrians","Number","46"
"All Killed and Injured Casualties","2019","45 - 54 years","Female","Pedal cyclists","Number","38"
"All Killed and Injured Casualties","2019","45 - 54 years","Female","Motor cyclists","Number","7"
"All Killed and Injured Casualties","2019","45 - 54 years","Female","All Car users","Number","363"
"All Killed and Injured Casualties","2019","45 - 54 years","Female","Car drivers","Number","295"
"All Killed and Injured Casualties","2019","45 - 54 years","Female","Car passengers","Number","68"
"All Killed and Injured Casualties","2019","45 - 54 years","Female","Other road users","Number","21"
"All Killed and Injured Casualties","2019","55 - 64 years","Male","All road users","Number","418"
"All Killed and Injured Casualties","2019","55 - 64 years","Male","Pedestrians","Number","57"
"All Killed and Injured Casualties","2019","55 - 64 years","Male","Pedal cyclists","Number","83"
"All Killed and Injured Casualties","2019","55 - 64 years","Male","Motor cyclists","Number","44"
"All Killed and Injured Casualties","2019","55 - 64 years","Male","All Car users","Number","168"
"All Killed and Injured Casualties","2019","55 - 64 years","Male","Car drivers","Number","147"
"All Killed and Injured Casualties","2019","55 - 64 years","Male","Car passengers","Number","21"
"All Killed and Injured Casualties","2019","55 - 64 years","Male","Other road users","Number","66"
"All Killed and Injured Casualties","2019","55 - 64 years","Female","All road users","Number","340"
"All Killed and Injured Casualties","2019","55 - 64 years","Female","Pedestrians","Number","63"
"All Killed and Injured Casualties","2019","55 - 64 years","Female","Pedal cyclists","Number","24"
"All Killed and Injured Casualties","2019","55 - 64 years","Female","Motor cyclists","Number","2"
"All Killed and Injured Casualties","2019","55 - 64 years","Female","All Car users","Number","236"
"All Killed and Injured Casualties","2019","55 - 64 years","Female","Car drivers","Number","156"
"All Killed and Injured Casualties","2019","55 - 64 years","Female","Car passengers","Number","80"
"All Killed and Injured Casualties","2019","55 - 64 years","Female","Other road users","Number","15"
"All Killed and Injured Casualties","2019","65 years and over","Male","All road users","Number","422"
"All Killed and Injured Casualties","2019","65 years and over","Male","Pedestrians","Number","79"
"All Killed and Injured Casualties","2019","65 years and over","Male","Pedal cyclists","Number","38"
"All Killed and Injured Casualties","2019","65 years and over","Male","Motor cyclists","Number","12"
"All Killed and Injured Casualties","2019","65 years and over","Male","All Car users","Number","265"
"All Killed and Injured Casualties","2019","65 years and over","Male","Car drivers","Number","227"
"All Killed and Injured Casualties","2019","65 years and over","Male","Car passengers","Number","38"
"All Killed and Injured Casualties","2019","65 years and over","Male","Other road users","Number","28"
"All Killed and Injured Casualties","2019","65 years and over","Female","All road users","Number","378"
"All Killed and Injured Casualties","2019","65 years and over","Female","Pedestrians","Number","94"
"All Killed and Injured Casualties","2019","65 years and over","Female","Pedal cyclists","Number","6"
"All Killed and Injured Casualties","2019","65 years and over","Female","Motor cyclists","Number","2"
"All Killed and Injured Casualties","2019","65 years and over","Female","All Car users","Number","268"
"All Killed and Injured Casualties","2019","65 years and over","Female","Car drivers","Number","169"
"All Killed and Injured Casualties","2019","65 years and over","Female","Car passengers","Number","99"
"All Killed and Injured Casualties","2019","65 years and over","Female","Other road users","Number","8"
"All Killed and Injured Casualties","2019","Age unknown","Male","All road users","Number","0"
"All Killed and Injured Casualties","2019","Age unknown","Male","Pedestrians","Number","0"
"All Killed and Injured Casualties","2019","Age unknown","Male","Pedal cyclists","Number","0"
"All Killed and Injured Casualties","2019","Age unknown","Male","Motor cyclists","Number","0"
"All Killed and Injured Casualties","2019","Age unknown","Male","All Car users","Number","0"
"All Killed and Injured Casualties","2019","Age unknown","Male","Car drivers","Number","0"
"All Killed and Injured Casualties","2019","Age unknown","Male","Car passengers","Number","0"
"All Killed and Injured Casualties","2019","Age unknown","Male","Other road users","Number","0"
"All Killed and Injured Casualties","2019","Age unknown","Female","All road users","Number","0"
"All Killed and Injured Casualties","2019","Age unknown","Female","Pedestrians","Number","0"
"All Killed and Injured Casualties","2019","Age unknown","Female","Pedal cyclists","Number","0"
"All Killed and Injured Casualties","2019","Age unknown","Female","Motor cyclists","Number","0"
"All Killed and Injured Casualties","2019","Age unknown","Female","All Car users","Number","0"
"All Killed and Injured Casualties","2019","Age unknown","Female","Car drivers","Number","0"
"All Killed and Injured Casualties","2019","Age unknown","Female","Car passengers","Number","0"
"All Killed and Injured Casualties","2019","Age unknown","Female","Other road users","Number","0"
"All Killed and Injured Casualties","2020","All ages","Male","All road users","Number","3524"
"All Killed and Injured Casualties","2020","All ages","Male","Pedestrians","Number","430"
"All Killed and Injured Casualties","2020","All ages","Male","Pedal cyclists","Number","721"
"All Killed and Injured Casualties","2020","All ages","Male","Motor cyclists","Number","299"
"All Killed and Injured Casualties","2020","All ages","Male","All Car users","Number","1668"
"All Killed and Injured Casualties","2020","All ages","Male","Car drivers","Number","1195"
"All Killed and Injured Casualties","2020","All ages","Male","Car passengers","Number","473"
"All Killed and Injured Casualties","2020","All ages","Male","Other road users","Number","406"
"All Killed and Injured Casualties","2020","All ages","Female","All road users","Number","2202"
"All Killed and Injured Casualties","2020","All ages","Female","Pedestrians","Number","404"
"All Killed and Injured Casualties","2020","All ages","Female","Pedal cyclists","Number","226"
"All Killed and Injured Casualties","2020","All ages","Female","Motor cyclists","Number","27"
"All Killed and Injured Casualties","2020","All ages","Female","All Car users","Number","1479"
"All Killed and Injured Casualties","2020","All ages","Female","Car drivers","Number","903"
"All Killed and Injured Casualties","2020","All ages","Female","Car passengers","Number","576"
"All Killed and Injured Casualties","2020","All ages","Female","Other road users","Number","66"
"All Killed and Injured Casualties","2020","0 - 5 years","Male","All road users","Number","58"
"All Killed and Injured Casualties","2020","0 - 5 years","Male","Pedestrians","Number","22"
"All Killed and Injured Casualties","2020","0 - 5 years","Male","Pedal cyclists","Number","1"
"All Killed and Injured Casualties","2020","0 - 5 years","Male","Motor cyclists","Number","0"
"All Killed and Injured Casualties","2020","0 - 5 years","Male","All Car users","Number","35"
"All Killed and Injured Casualties","2020","0 - 5 years","Male","Car drivers","Number","0"
"All Killed and Injured Casualties","2020","0 - 5 years","Male","Car passengers","Number","35"
"All Killed and Injured Casualties","2020","0 - 5 years","Male","Other road users","Number","0"
"All Killed and Injured Casualties","2020","0 - 5 years","Female","All road users","Number","35"
"All Killed and Injured Casualties","2020","0 - 5 years","Female","Pedestrians","Number","9"
"All Killed and Injured Casualties","2020","0 - 5 years","Female","Pedal cyclists","Number","1"
"All Killed and Injured Casualties","2020","0 - 5 years","Female","Motor cyclists","Number","1"
"All Killed and Injured Casualties","2020","0 - 5 years","Female","All Car users","Number","24"
"All Killed and Injured Casualties","2020","0 - 5 years","Female","Car drivers","Number","0"
"All Killed and Injured Casualties","2020","0 - 5 years","Female","Car passengers","Number","24"
"All Killed and Injured Casualties","2020","0 - 5 years","Female","Other road users","Number","0"
